id,normalized_key,lemma_ru,lemma_en,category,approved_form,declension_notes,italic_required,diacritics_policy,capitalization_notes,variants_found,preferred_source,source_examples,editor_decision,status,notes,conflict_flag,conflict_variants,conflict_sources,review_priority,suggested_action,decision,approved_form_override,category_override,italic_required_override,diacritics_policy_override,merge_into,review_notes
term-04761,ган̇га̄йа̄х̣,ган̇га̄йа̄х̣,,place_name,ган̇га̄йа̄х̣,,yes,needs_review,,ган̇га̄йа̄х̣ [2],vedabase_ru,vedabase_ru:index.html:ган̇га̄йа̄х̣,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04762,ган̇га̄мантрӣ,ган̇га̄мантрӣ,,place_name,ган̇га̄мантрӣ,,yes,needs_review,,ган̇га̄мантрӣ [2],vedabase_ru,vedabase_ru:index.html:ган̇га̄мантрӣ,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04763,ган̇га̄ра,ган̇га̄ра,,place_name,ган̇га̄ра,,yes,needs_review,,ган̇га̄ра [14],vedabase_ru,vedabase_ru:index.html:ган̇га̄ра,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04764,ган̇га̄ре,ган̇га̄ре,,place_name,ган̇га̄ре,,yes,needs_review,,ган̇га̄ре [2],vedabase_ru,vedabase_ru:index.html:ган̇га̄ре,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04765,ган̇га̄те,ган̇га̄те,,place_name,ган̇га̄те,,yes,needs_review,,ган̇га̄те [6],vedabase_ru,vedabase_ru:index.html:ган̇га̄те,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04774,гандхам,гандхам,,place_name,гандхам,,yes,no_diacritics_in_prose,,гандхам [1],vedabase_ru,vedabase_ru:index.html:гандхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04950,гокула,гокула,,place_name,гокула,,yes,no_diacritics_in_prose,,гокула [8],vedabase_ru,vedabase_ru:index.html:гокула,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-04951,гокулам,гокулам,,place_name,гокулам,,yes,no_diacritics_in_prose,,гокулам [1],vedabase_ru,vedabase_ru:index.html:гокулам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-05294,дадха̄ми,дадха̄ми,,place_name,дадха̄ми,,yes,needs_review,,дадха̄ми [2],vedabase_ru,vedabase_ru:index.html:дадха̄ми,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-05303,даже гопи вриндавана,Даже гопи Вриндавана,,place_name,Даже гопи Вриндавана,,no,no_diacritics_in_prose,,Даже гопи Вриндавана [2],vedabase_ru,"vedabase_ru:index.html:Даже гопи Вриндавана — возлюбленные Господа Кришны, о пыли со стоп которых мечтает Шри Уддхава и дороже которых для Криш",,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06172,др̣д̣хам,др̣д̣хам,,place_name,др̣д̣хам,,yes,needs_review,,др̣д̣хам [4],vedabase_ru,vedabase_ru:index.html:др̣д̣хам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
